Doenca, Sintoma_1, Sintoma_2, Sintoma_3, Sintoma_4, Sintoma_5, Sintoma_6, Sintoma_7, Sintoma_8, Sintoma_9, Sintoma_10, Sintoma_11, Sintoma_12, Sintoma_13, Sintoma_14, Sintoma_15, Sintoma_16, Sintoma_17
drge,dor_de_estomago,acidez,vomito,tosse,dor_no_peito,,,,,,,,,,,,
drge,dor_de_estomago,acidez,ulceras_na_lingua,tosse,dor_no_peito,,,,,,,,,,,,
drge,dor_de_estomago,acidez,ulceras_na_lingua,vomito,dor_no_peito,,,,,,,,,,,,
drge,dor_de_estomago,acidez,ulceras_na_lingua,vomito,tosse,,,,,,,,,,,,
drge,acidez,ulceras_na_lingua,vomito,tosse,dor_no_peito,,,,,,,,,,,,
drge,dor_de_estomago,ulceras_na_lingua,vomito,tosse,dor_no_peito,,,,,,,,,,,,
drge,dor_de_estomago,acidez,vomito,tosse,dor_no_peito,,,,,,,,,,,,
drge,dor_de_estomago,acidez,ulceras_na_lingua,tosse,dor_no_peito,,,,,,,,,,,,
colestase_cronica,coceira,vomito,pele_amarelada,nausea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,,
colestase_cronica,vomito,pele_amarelada,nausea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,,,
colestase_cronica,coceira,pele_amarelada,nausea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,,,
colestase_cronica,coceira,vomito,nausea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,,,
colestase_cronica,coceira,vomito,pele_amarelada,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,,,
colestase_cronica,coceira,vomito,pele_amarelada,nausea,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,,,
colestase_cronica,coceira,vomito,pele_amarelada,nausea,perda_de_apetite,amarelamento_dos_olhos,,,,,,,,,,,
colestase_cronica,coceira,vomito,pele_amarelada,nausea,perda_de_apetite,dor_abdominal,,,,,,,,,,,
colestase_cronica,coceira,vomito,pele_amarelada,nausea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,,
colestase_cronica,coceira,vomito,pele_amarelada,nausea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,,
reacao_medicamentosa,coceira,erupcao_cutanea,dor_de_estomago,queimacao_miccional,urinar_sem_parar,,,,,,,,,,,,
reacao_medicamentosa,coceira,dor_de_estomago,queimacao_miccional,urinar_sem_parar,,,,,,,,,,,,,
reacao_medicamentosa,coceira,erupcao_cutanea,queimacao_miccional,urinar_sem_parar,,,,,,,,,,,,,
reacao_medicamentosa,coceira,erupcao_cutanea,dor_de_estomago,urinar_sem_parar,,,,,,,,,,,,,
reacao_medicamentosa,coceira,erupcao_cutanea,dor_de_estomago,queimacao_miccional,,,,,,,,,,,,,
reacao_medicamentosa,erupcao_cutanea,dor_de_estomago,queimacao_miccional,urinar_sem_parar,,,,,,,,,,,,,
reacao_medicamentosa,coceira,dor_de_estomago,queimacao_miccional,urinar_sem_parar,,,,,,,,,,,,,
reacao_medicamentosa,coceira,erupcao_cutanea,queimacao_miccional,urinar_sem_parar,,,,,,,,,,,,,
reacao_medicamentosa,coceira,erupcao_cutanea,dor_de_estomago,urinar_sem_parar,,,,,,,,,,,,,
reacao_medicamentosa,coceira,erupcao_cutanea,dor_de_estomago,queimacao_miccional,,,,,,,,,,,,,
doenca_de_ulcera_peptica,vomito,perda_de_apetite,dor_abdominal,passagem_de_gases,coceira_interna,,,,,,,,,,,,
doenca_de_ulcera_peptica,vomito,indigestao,dor_abdominal,passagem_de_gases,coceira_interna,,,,,,,,,,,,
doenca_de_ulcera_peptica,indigestao,perda_de_apetite,dor_abdominal,passagem_de_gases,coceira_interna,,,,,,,,,,,,
doenca_de_ulcera_peptica,vomito,perda_de_apetite,dor_abdominal,passagem_de_gases,coceira_interna,,,,,,,,,,,,
doenca_de_ulcera_peptica,vomito,indigestao,dor_abdominal,passagem_de_gases,coceira_interna,,,,,,,,,,,,
doenca_de_ulcera_peptica,vomito,indigestao,perda_de_apetite,passagem_de_gases,coceira_interna,,,,,,,,,,,,
doenca_de_ulcera_peptica,vomito,indigestao,perda_de_apetite,dor_abdominal,coceira_interna,,,,,,,,,,,,
doenca_de_ulcera_peptica,vomito,indigestao,perda_de_apetite,dor_abdominal,passagem_de_gases,,,,,,,,,,,,
doenca_de_ulcera_peptica,vomito,indigestao,perda_de_apetite,dor_abdominal,passagem_de_gases,coceira_interna,,,,,,,,,,,
doenca_de_ulcera_peptica,vomito,indigestao,perda_de_apetite,dor_abdominal,passagem_de_gases,coceira_interna,,,,,,,,,,,
aids,perda_de_massa_muscular,manchas_na_garganta,febre_alta,contatos_extraconjugais,,,,,,,,,,,,,
aids,manchas_na_garganta,febre_alta,contatos_extraconjugais,,,,,,,,,,,,,,
aids,perda_de_massa_muscular,febre_alta,contatos_extraconjugais,,,,,,,,,,,,,,
aids,perda_de_massa_muscular,manchas_na_garganta,contatos_extraconjugais,,,,,,,,,,,,,,
aids,perda_de_massa_muscular,manchas_na_garganta,febre_alta,,,,,,,,,,,,,,
aids,perda_de_massa_muscular,manchas_na_garganta,febre_alta,contatos_extraconjugais,,,,,,,,,,,,,
aids,perda_de_massa_muscular,manchas_na_garganta,febre_alta,contatos_extraconjugais,,,,,,,,,,,,,
aids,manchas_na_garganta,febre_alta,contatos_extraconjugais,,,,,,,,,,,,,,
aids,perda_de_massa_muscular,febre_alta,contatos_extraconjugais,,,,,,,,,,,,,,
aids,perda_de_massa_muscular,manchas_na_garganta,febre_alta,,,,,,,,,,,,,,
diabetes,fadiga,perda_de_peso,inquietacao,letargia,nivel_irregular_de_acucar,visao_turva_e_distorcida,obesidade,fome_excessiva,aumento_do_apetite,poliuria,,,,,,,
diabetes,fadiga,perda_de_peso,inquietacao,letargia,nivel_irregular_de_acucar,visao_turva_e_distorcida,obesidade,fome_excessiva,aumento_do_apetite,poliuria,,,,,,,
diabetes,perda_de_peso,inquietacao,letargia,nivel_irregular_de_acucar,visao_turva_e_distorcida,obesidade,fome_excessiva,aumento_do_apetite,poliuria,,,,,,,,
diabetes,fadiga,inquietacao,letargia,nivel_irregular_de_acucar,visao_turva_e_distorcida,obesidade,fome_excessiva,aumento_do_apetite,poliuria,,,,,,,,
diabetes,fadiga,perda_de_peso,letargia,nivel_irregular_de_acucar,visao_turva_e_distorcida,obesidade,fome_excessiva,aumento_do_apetite,poliuria,,,,,,,,
diabetes,fadiga,perda_de_peso,inquietacao,nivel_irregular_de_acucar,visao_turva_e_distorcida,obesidade,fome_excessiva,aumento_do_apetite,poliuria,,,,,,,,
diabetes,fadiga,perda_de_peso,inquietacao,letargia,visao_turva_e_distorcida,obesidade,fome_excessiva,aumento_do_apetite,poliuria,,,,,,,,
diabetes,fadiga,perda_de_peso,inquietacao,letargia,nivel_irregular_de_acucar,obesidade,fome_excessiva,aumento_do_apetite,poliuria,,,,,,,,
diabetes,fadiga,perda_de_peso,inquietacao,letargia,nivel_irregular_de_acucar,visao_turva_e_distorcida,fome_excessiva,aumento_do_apetite,poliuria,,,,,,,,
diabetes,fadiga,perda_de_peso,inquietacao,letargia,nivel_irregular_de_acucar,visao_turva_e_distorcida,obesidade,aumento_do_apetite,poliuria,,,,,,,,
gastroenterite,vomito,olhos_fundos,desidratacao,diarreia,,,,,,,,,,,,,
gastroenterite,vomito,olhos_fundos,desidratacao,diarreia,,,,,,,,,,,,,
gastroenterite,olhos_fundos,desidratacao,diarreia,,,,,,,,,,,,,,
gastroenterite,vomito,desidratacao,diarreia,,,,,,,,,,,,,,
gastroenterite,vomito,olhos_fundos,diarreia,,,,,,,,,,,,,,
gastroenterite,vomito,olhos_fundos,desidratacao,,,,,,,,,,,,,,
gastroenterite,vomito,olhos_fundos,desidratacao,diarreia,,,,,,,,,,,,,
gastroenterite,olhos_fundos,desidratacao,diarreia,,,,,,,,,,,,,,
gastroenterite,vomito,desidratacao,diarreia,,,,,,,,,,,,,,
gastroenterite,vomito,olhos_fundos,diarreia,,,,,,,,,,,,,,
asma_bronquica,fadiga,tosse,febre_alta,falta_de_ar,historia_familiar,expectoracao_mucoide,,,,,,,,,,,
asma_bronquica,tosse,febre_alta,falta_de_ar,historia_familiar,expectoracao_mucoide,,,,,,,,,,,,
asma_bronquica,fadiga,febre_alta,falta_de_ar,historia_familiar,expectoracao_mucoide,,,,,,,,,,,,
asma_bronquica,fadiga,tosse,falta_de_ar,historia_familiar,expectoracao_mucoide,,,,,,,,,,,,
asma_bronquica,fadiga,tosse,febre_alta,historia_familiar,expectoracao_mucoide,,,,,,,,,,,,
asma_bronquica,fadiga,tosse,febre_alta,falta_de_ar,expectoracao_mucoide,,,,,,,,,,,,
asma_bronquica,fadiga,tosse,febre_alta,falta_de_ar,historia_familiar,,,,,,,,,,,,
asma_bronquica,fadiga,tosse,febre_alta,falta_de_ar,historia_familiar,expectoracao_mucoide,,,,,,,,,,,
asma_bronquica,tosse,febre_alta,falta_de_ar,historia_familiar,expectoracao_mucoide,,,,,,,,,,,,
asma_bronquica,fadiga,febre_alta,falta_de_ar,historia_familiar,expectoracao_mucoide,,,,,,,,,,,,
hipertensao,dor_de_cabeca,dor_no_peito,tontura,perda_de_equilibrio,falta_de_concentracao,,,,,,,,,,,,
hipertensao,dor_no_peito,tontura,perda_de_equilibrio,falta_de_concentracao,,,,,,,,,,,,,
hipertensao,dor_de_cabeca,tontura,perda_de_equilibrio,falta_de_concentracao,,,,,,,,,,,,,
hipertensao,dor_de_cabeca,dor_no_peito,perda_de_equilibrio,falta_de_concentracao,,,,,,,,,,,,,
hipertensao,dor_de_cabeca,dor_no_peito,tontura,falta_de_concentracao,,,,,,,,,,,,,
hipertensao,dor_de_cabeca,dor_no_peito,tontura,perda_de_equilibrio,,,,,,,,,,,,,
hipertensao,dor_de_cabeca,dor_no_peito,tontura,perda_de_equilibrio,falta_de_concentracao,,,,,,,,,,,,
hipertensao,dor_no_peito,tontura,perda_de_equilibrio,falta_de_concentracao,,,,,,,,,,,,,
hipertensao,dor_de_cabeca,tontura,perda_de_equilibrio,falta_de_concentracao,,,,,,,,,,,,,
hipertensao,dor_de_cabeca,dor_no_peito,perda_de_equilibrio,falta_de_concentracao,,,,,,,,,,,,,
enxaqueca,acidez,indigestao,dor_de_cabeca,visao_turva_e_distorcida,fome_excessiva,torcicolo,depressao,irritabilidade,disturbios_visuais,,,,,,,,
enxaqueca,indigestao,dor_de_cabeca,visao_turva_e_distorcida,fome_excessiva,torcicolo,depressao,irritabilidade,disturbios_visuais,,,,,,,,,
enxaqueca,acidez,dor_de_cabeca,visao_turva_e_distorcida,fome_excessiva,torcicolo,depressao,irritabilidade,disturbios_visuais,,,,,,,,,
enxaqueca,acidez,indigestao,visao_turva_e_distorcida,fome_excessiva,torcicolo,depressao,irritabilidade,disturbios_visuais,,,,,,,,,
enxaqueca,acidez,indigestao,dor_de_cabeca,fome_excessiva,torcicolo,depressao,irritabilidade,disturbios_visuais,,,,,,,,,
enxaqueca,acidez,indigestao,dor_de_cabeca,visao_turva_e_distorcida,torcicolo,depressao,irritabilidade,disturbios_visuais,,,,,,,,,
enxaqueca,acidez,indigestao,dor_de_cabeca,visao_turva_e_distorcida,fome_excessiva,depressao,irritabilidade,disturbios_visuais,,,,,,,,,
enxaqueca,acidez,indigestao,dor_de_cabeca,visao_turva_e_distorcida,fome_excessiva,torcicolo,irritabilidade,disturbios_visuais,,,,,,,,,
enxaqueca,acidez,indigestao,dor_de_cabeca,visao_turva_e_distorcida,fome_excessiva,torcicolo,depressao,disturbios_visuais,,,,,,,,,
enxaqueca,acidez,indigestao,dor_de_cabeca,visao_turva_e_distorcida,fome_excessiva,torcicolo,depressao,irritabilidade,,,,,,,,,
espondilose_cervical,dor_nas_costas,fraqueza_nos_membros,dor_no_pescoco,tontura,perda_de_equilibrio,,,,,,,,,,,,
espondilose_cervical,dor_nas_costas,fraqueza_nos_membros,dor_no_pescoco,tontura,perda_de_equilibrio,,,,,,,,,,,,
espondilose_cervical,fraqueza_nos_membros,dor_no_pescoco,tontura,perda_de_equilibrio,,,,,,,,,,,,,
espondilose_cervical,dor_nas_costas,dor_no_pescoco,tontura,perda_de_equilibrio,,,,,,,,,,,,,
espondilose_cervical,dor_nas_costas,fraqueza_nos_membros,tontura,perda_de_equilibrio,,,,,,,,,,,,,
espondilose_cervical,dor_nas_costas,fraqueza_nos_membros,dor_no_pescoco,perda_de_equilibrio,,,,,,,,,,,,,
espondilose_cervical,dor_nas_costas,fraqueza_nos_membros,dor_no_pescoco,tontura,,,,,,,,,,,,,
espondilose_cervical,dor_nas_costas,fraqueza_nos_membros,dor_no_pescoco,tontura,perda_de_equilibrio,,,,,,,,,,,,
espondilose_cervical,fraqueza_nos_membros,dor_no_pescoco,tontura,perda_de_equilibrio,,,,,,,,,,,,,
espondilose_cervical,dor_nas_costas,dor_no_pescoco,tontura,perda_de_equilibrio,,,,,,,,,,,,,
paralisia_(hemorragia_cerebral),vomito,dor_de_cabeca,fraqueza_de_um_lado_do_corpo,sensorium_alterado,,,,,,,,,,,,,
paralisia_(hemorragia_cerebral),vomito,dor_de_cabeca,fraqueza_de_um_lado_do_corpo,sensorium_alterado,,,,,,,,,,,,,
paralisia_(hemorragia_cerebral),dor_de_cabeca,fraqueza_de_um_lado_do_corpo,sensorium_alterado,,,,,,,,,,,,,,
paralisia_(hemorragia_cerebral),vomito,fraqueza_de_um_lado_do_corpo,sensorium_alterado,,,,,,,,,,,,,,
paralisia_(hemorragia_cerebral),vomito,dor_de_cabeca,sensorium_alterado,,,,,,,,,,,,,,
paralisia_(hemorragia_cerebral),vomito,dor_de_cabeca,fraqueza_de_um_lado_do_corpo,,,,,,,,,,,,,,
paralisia_(hemorragia_cerebral),vomito,dor_de_cabeca,fraqueza_de_um_lado_do_corpo,sensorium_alterado,,,,,,,,,,,,,
paralisia_(hemorragia_cerebral),dor_de_cabeca,fraqueza_de_um_lado_do_corpo,sensorium_alterado,,,,,,,,,,,,,,
paralisia_(hemorragia_cerebral),vomito,fraqueza_de_um_lado_do_corpo,sensorium_alterado,,,,,,,,,,,,,,
paralisia_(hemorragia_cerebral),vomito,dor_de_cabeca,sensorium_alterado,,,,,,,,,,,,,,
ictericia,coceira,vomito,fadiga,perda_de_peso,febre_alta,pele_amarelada,urina_escura,dor_abdominal,,,,,,,,,
ictericia,coceira,vomito,fadiga,perda_de_peso,febre_alta,pele_amarelada,urina_escura,dor_abdominal,,,,,,,,,
ictericia,vomito,fadiga,perda_de_peso,febre_alta,pele_amarelada,urina_escura,dor_abdominal,,,,,,,,,,
ictericia,coceira,fadiga,perda_de_peso,febre_alta,pele_amarelada,urina_escura,dor_abdominal,,,,,,,,,,
ictericia,coceira,vomito,perda_de_peso,febre_alta,pele_amarelada,urina_escura,dor_abdominal,,,,,,,,,,
ictericia,coceira,vomito,fadiga,febre_alta,pele_amarelada,urina_escura,dor_abdominal,,,,,,,,,,
ictericia,coceira,vomito,fadiga,perda_de_peso,pele_amarelada,urina_escura,dor_abdominal,,,,,,,,,,
ictericia,coceira,vomito,fadiga,perda_de_peso,febre_alta,urina_escura,dor_abdominal,,,,,,,,,,
ictericia,coceira,vomito,fadiga,perda_de_peso,febre_alta,pele_amarelada,dor_abdominal,,,,,,,,,,
ictericia,coceira,vomito,fadiga,perda_de_peso,febre_alta,pele_amarelada,urina_escura,,,,,,,,,,
malaria,calafrios,vomito,febre_alta,suando,dor_de_cabeca,nausea,dor_muscular,,,,,,,,,,
malaria,calafrios,vomito,febre_alta,suando,dor_de_cabeca,nausea,diarreia,dor_muscular,,,,,,,,,
malaria,calafrios,vomito,febre_alta,suando,dor_de_cabeca,nausea,diarreia,dor_muscular,,,,,,,,,
malaria,vomito,febre_alta,suando,dor_de_cabeca,nausea,diarreia,dor_muscular,,,,,,,,,,
malaria,calafrios,febre_alta,suando,dor_de_cabeca,nausea,diarreia,dor_muscular,,,,,,,,,,
malaria,calafrios,vomito,suando,dor_de_cabeca,nausea,diarreia,dor_muscular,,,,,,,,,,
malaria,calafrios,vomito,febre_alta,dor_de_cabeca,nausea,diarreia,dor_muscular,,,,,,,,,,
malaria,calafrios,vomito,febre_alta,suando,nausea,diarreia,dor_muscular,,,,,,,,,,
malaria,calafrios,vomito,febre_alta,suando,dor_de_cabeca,diarreia,dor_muscular,,,,,,,,,,
malaria,calafrios,vomito,febre_alta,suando,dor_de_cabeca,nausea,dor_muscular,,,,,,,,,,
catapora,coceira,erupcao_cutanea,fadiga,letargia,febre_alta,dor_de_cabeca,perda_de_apetite,febre_leve,linfonodos_inchados,mal-estar,manchas_vermelhas_no_corpo,,,,,,
catapora,erupcao_cutanea,fadiga,letargia,febre_alta,dor_de_cabeca,perda_de_apetite,febre_leve,linfonodos_inchados,mal-estar,manchas_vermelhas_no_corpo,,,,,,,
catapora,coceira,fadiga,letargia,febre_alta,dor_de_cabeca,perda_de_apetite,febre_leve,linfonodos_inchados,mal-estar,manchas_vermelhas_no_corpo,,,,,,,
catapora,coceira,erupcao_cutanea,letargia,febre_alta,dor_de_cabeca,perda_de_apetite,febre_leve,linfonodos_inchados,mal-estar,manchas_vermelhas_no_corpo,,,,,,,
catapora,coceira,erupcao_cutanea,fadiga,febre_alta,dor_de_cabeca,perda_de_apetite,febre_leve,linfonodos_inchados,mal-estar,manchas_vermelhas_no_corpo,,,,,,,
catapora,coceira,erupcao_cutanea,fadiga,letargia,dor_de_cabeca,perda_de_apetite,febre_leve,linfonodos_inchados,mal-estar,manchas_vermelhas_no_corpo,,,,,,,
catapora,coceira,erupcao_cutanea,fadiga,letargia,febre_alta,perda_de_apetite,febre_leve,linfonodos_inchados,mal-estar,manchas_vermelhas_no_corpo,,,,,,,
catapora,coceira,erupcao_cutanea,fadiga,letargia,febre_alta,dor_de_cabeca,febre_leve,linfonodos_inchados,mal-estar,manchas_vermelhas_no_corpo,,,,,,,
catapora,coceira,erupcao_cutanea,fadiga,letargia,febre_alta,dor_de_cabeca,perda_de_apetite,linfonodos_inchados,mal-estar,manchas_vermelhas_no_corpo,,,,,,,
catapora,coceira,erupcao_cutanea,fadiga,letargia,febre_alta,dor_de_cabeca,perda_de_apetite,febre_leve,mal-estar,manchas_vermelhas_no_corpo,,,,,,,
dengue,erupcao_cutanea,calafrios,dor_nas_articulacoes,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,perda_de_apetite,dor_atras_dos_olhos,dor_nas_costas,dor_muscular,manchas_vermelhas_no_corpo,,,,
dengue,erupcao_cutanea,calafrios,dor_nas_articulacoes,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,perda_de_apetite,dor_atras_dos_olhos,dor_nas_costas,mal-estar,manchas_vermelhas_no_corpo,,,,
dengue,erupcao_cutanea,calafrios,dor_nas_articulacoes,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,perda_de_apetite,dor_atras_dos_olhos,dor_nas_costas,mal-estar,dor_muscular,,,,
dengue,erupcao_cutanea,calafrios,dor_nas_articulacoes,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,perda_de_apetite,dor_atras_dos_olhos,dor_nas_costas,mal-estar,dor_muscular,manchas_vermelhas_no_corpo,,,
dengue,calafrios,dor_nas_articulacoes,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,perda_de_apetite,dor_atras_dos_olhos,dor_nas_costas,mal-estar,dor_muscular,manchas_vermelhas_no_corpo,,,,
dengue,erupcao_cutanea,dor_nas_articulacoes,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,perda_de_apetite,dor_atras_dos_olhos,dor_nas_costas,mal-estar,dor_muscular,manchas_vermelhas_no_corpo,,,,
dengue,erupcao_cutanea,calafrios,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,perda_de_apetite,dor_atras_dos_olhos,dor_nas_costas,mal-estar,dor_muscular,manchas_vermelhas_no_corpo,,,,
dengue,erupcao_cutanea,calafrios,dor_nas_articulacoes,fadiga,febre_alta,dor_de_cabeca,nausea,perda_de_apetite,dor_atras_dos_olhos,dor_nas_costas,mal-estar,dor_muscular,manchas_vermelhas_no_corpo,,,,
dengue,erupcao_cutanea,calafrios,dor_nas_articulacoes,vomito,febre_alta,dor_de_cabeca,nausea,perda_de_apetite,dor_atras_dos_olhos,dor_nas_costas,mal-estar,dor_muscular,manchas_vermelhas_no_corpo,,,,
dengue,erupcao_cutanea,calafrios,dor_nas_articulacoes,vomito,fadiga,dor_de_cabeca,nausea,perda_de_apetite,dor_atras_dos_olhos,dor_nas_costas,mal-estar,dor_muscular,manchas_vermelhas_no_corpo,,,,
tifoide,calafrios,vomito,fadiga,febre_alta,nausea,constipacao,dor_abdominal,diarreia,aparencia_toxica_(tifos),dor_de_barriga,,,,,,,
tifoide,calafrios,vomito,fadiga,febre_alta,dor_de_cabeca,constipacao,dor_abdominal,diarreia,aparencia_toxica_(tifos),dor_de_barriga,,,,,,,
tifoide,calafrios,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,dor_abdominal,diarreia,aparencia_toxica_(tifos),dor_de_barriga,,,,,,,
tifoide,calafrios,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,constipacao,diarreia,aparencia_toxica_(tifos),dor_de_barriga,,,,,,,
tifoide,calafrios,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,constipacao,dor_abdominal,aparencia_toxica_(tifos),dor_de_barriga,,,,,,,
tifoide,calafrios,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,constipacao,dor_abdominal,diarreia,dor_de_barriga,,,,,,,
tifoide,calafrios,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,constipacao,dor_abdominal,diarreia,aparencia_toxica_(tifos),,,,,,,
tifoide,calafrios,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,constipacao,dor_abdominal,diarreia,aparencia_toxica_(tifos),dor_de_barriga,,,,,,
tifoide,calafrios,vomito,fadiga,febre_alta,dor_de_cabeca,nausea,constipacao,dor_abdominal,diarreia,aparencia_toxica_(tifos),dor_de_barriga,,,,,,
tifoide,calafrios,fadiga,febre_alta,dor_de_cabeca,nausea,constipacao,dor_abdominal,diarreia,aparencia_toxica_(tifos),dor_de_barriga,,,,,,,
hepatite_a,dor_nas_articulacoes,vomito,pele_amarelada,urina_escura,nausea,perda_de_apetite,dor_abdominal,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,
hepatite_a,dor_nas_articulacoes,vomito,pele_amarelada,urina_escura,nausea,perda_de_apetite,dor_abdominal,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,
hepatite_a,vomito,pele_amarelada,urina_escura,nausea,perda_de_apetite,dor_abdominal,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,,
hepatite_a,dor_nas_articulacoes,pele_amarelada,urina_escura,nausea,perda_de_apetite,dor_abdominal,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,,
hepatite_a,dor_nas_articulacoes,vomito,urina_escura,nausea,perda_de_apetite,dor_abdominal,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,,
hepatite_a,dor_nas_articulacoes,vomito,pele_amarelada,nausea,perda_de_apetite,dor_abdominal,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,,
hepatite_a,dor_nas_articulacoes,vomito,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,,
hepatite_a,dor_nas_articulacoes,vomito,pele_amarelada,urina_escura,nausea,dor_abdominal,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,,
hepatite_a,dor_nas_articulacoes,vomito,pele_amarelada,urina_escura,nausea,perda_de_apetite,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,,
hepatite_a,dor_nas_articulacoes,vomito,pele_amarelada,urina_escura,nausea,perda_de_apetite,dor_abdominal,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,,
hepatite_b,coceira,fadiga,letargia,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,urina_amarela,amarelamento_dos_olhos,mal-estar,recebendo_transfusao_de_sangue,recebendo_injecoes_nao_estereis,,,,,
hepatite_b,coceira,fadiga,letargia,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,urina_amarela,amarelamento_dos_olhos,mal-estar,recebendo_transfusao_de_sangue,recebendo_injecoes_nao_estereis,,,,,
hepatite_b,fadiga,letargia,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,urina_amarela,amarelamento_dos_olhos,mal-estar,recebendo_transfusao_de_sangue,recebendo_injecoes_nao_estereis,,,,,,
hepatite_b,coceira,letargia,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,urina_amarela,amarelamento_dos_olhos,mal-estar,recebendo_transfusao_de_sangue,recebendo_injecoes_nao_estereis,,,,,,
hepatite_b,coceira,fadiga,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,urina_amarela,amarelamento_dos_olhos,mal-estar,recebendo_transfusao_de_sangue,recebendo_injecoes_nao_estereis,,,,,,
